entied,countied
the Nicaraguan Government,6
John Brown,6
the National Constitution,6
Oriental,6
Andrew Johnson,6
WILLIAM H. SEWARD,6
the State of North Carolina,6
IV,6
Baird,6
POST-OFFICE DEPARTMENT,6
Tex.,6
The Department of State,6
the Census Bureau,6
the Land Office,6
the Advisory Board,6
the Government of Venezuela,6
Melbourne,6
the Hudson River,6
the District Commissioners,6
Swiss,6
the Comptroller of the Currency,6
Apaches,6
the Weather Bureau,6
Jeannette,6
Siberia,6
The Chinese Government,6
the Government of Colombia,6
the Ecuadorian Government,6
the Caroline Islands,6
Rock Springs,6
Barbados,6
Guthrie,6
the International American Conference,6
the State of Nebraska,6
Guiana,6
the Associated Press,6
The Department of Justice,6
Yankee,6
the Eleventh Census,6
British Guiana,6
the North Pacific,6
Mataafa,6
Armenians,6
the committee of safety,6
Indianapolis,6
Woodford,6
Marietta,6
Marblehead,6
Boxers,6
Pan-American,6
Yellowstone,6
the Isthmian Canal,6
the General Board,6
the University of Virginia,6
The White House,6
NASHVILLE,6
HAY,6
TELEGRAM - TRANSLATION,6
BOGOTA,6
Latin,6
Henry Cabot Lodge,6
La Boca,6
Delta,6
Panama Canal,6
NEGRO,6
THE WHITE HOUSE,6
U.S.S.,6
the Federal Trade Commission,6
the Democratic Congress,6
Insofar,6
Abraham,6
the Public Treasury,6
"Federal, State",6
Princeton,6
the Ways and Means Committee,6
Mary,6
Comfort,6
Nazi Germany,6
West Africa,6
the Southwest Pacific,6
the United Nations',6
Fascists,6
the United Mine Workers,6
the War Labor Board,6
Nimitz,6
Dumbarton Oaks,6
Potsdam,6
World War I.,6
the Greek Government,6
the Charter of the United Nations,6
the First World War,6
Isaiah,6
State Department,6
Pennsylvania Avenue,6
Thou,6
the United States Information Agency,6
Reserve,6
the Party of the Future,6
the Free World's,6
the International Court of Justice,6
ABC,6
Herter,6
Gardner,6
OECD,6
Marx,6
Harvard University,6
the Central Intelligence Agency,6
Rice,6
Gromyko,6
the Army Corps of Engineers,6
Salinger,6
these United Nations,6
the House Judiciary Committee,6
the Kennedy Round,6
Gallery,6
Bennett,6
the Arab League,6
Quayle,6
Success,6
the Geneva accords,6
Tulane,6
Gannon,6
VALERIANI,6
George Marshall,6
the People's Republic,6
Backfire,6
MIA,6
MAYNARD,6
Walter Mondale,6
Trident,6
Sun,6
Southwest Asia,6
Fed,6
Ballyporeen,6
the U.N. Charter,6
the Camp David accords,6
Mall,6
Kelley,6
DEA,6
Jack Kemp,6
Berliner,6
Little League,6
Jim Lehrer,6
the Gulf war,6
the Arabian Peninsula,6
the Baltic States,6
Viva Bush,6
Compton,6
Sarajevo,6
Bosnian,6
Matthew,6
Kosovar,6
the Violence Against Women Act,6
Patton,6
Shia,6
Keeping America,6
Phoenix,6
Jill Biden,6
Christina,6
Jessica,6
Nicole,6
Ferguson,6
Megan,6
Scouts,6
Klaus,6
Melania,6
NBC,6
Kim Jong Un,6
Alice,6
Qasem Soleimani,6
Gavin Newsom,6
Scalia,6
Mother Fletcher,6
G7,6
the Government of the Union,5
Gentlemen,5
the proper Department,5
the East Indies,5
the Bay of Fundy,5
Hudson,5
Rio Bravo,5
Northern,5
Kaskaskia,5
the States or Territories,5
Shall,5
Aaron Burr,5
the Union of these States,5
Choctaws,5
WRT,5
Milan,5
the United Kingdom of Great Britain,5
Halifax,5
York,5
Lake Ontario,5
the St. Lawrence,5
the American Army,5
Major-General,5
Amelia Island,5
St. Augustine,5
Chili,5
Cortes,5
The Military Academy,5
Federal Constitution,5
Congresses,5
the European States,5
the States of this Union,5
Portland Canal,5
the Empire of Brazil,5
the American Republic,5
Western States,5
Bahamas,5
the Portuguese Government,5
Journal,5
The Congress of the United States,5
Muscat,5
Jesup,5
Spanish America,5
The Federal Constitution,5
Dallas,5
"A Proclamation
",5
Lake Superior,5
the Bank of England,5
Forsyth,5
WASHINGTON,5
Alexander McLeod,5
our Declaration of Independence,5
Her Britannic Majesty,5
Woods,5
state,5
William,5
Jones,5
Rio,5
the South Pass,5
the States of Mississippi,5
moment&#39;s,5
Gila,5
theGovernment,5
Mosquito Indians,5
the Mississippi Valley,5
North American Provinces,5
the Central American States,5
San Juan del Norte,5
the Spanish American Republics,5
Frenchmen,5
the Ordinance of ',5
Punta Arenas,5
Milwaukee,5
the Department for,5
eleven States,5
the Mosquito Coast,5
the Territories of New Mexico,5
Brigham Young,5
Sonora,5
the Colonization Society,5
Howard,5
Marcy,5
the Spanish American States,5
Roger Sherman,5
William Few,5
John Langdon,5
George Read,5
Alexander Hamilton,5
Harper's Ferry,5
National Constitution,5
the Illinois River,5
God&#39;s,5
EDWIN M. STANTON,5
the Executive Mansion,5
Sheridan,5
the Isthmus of Darien,5
Copenhagen,5
West India Islands,5
Miranda,5
the Gulf States,5
Antilles,5
the Missouri River,5
Quincy,5
the Washington Monument,5
The Japanese Government,5
The Department of the Interior,5
Servia,5
Moslem,5
Khedive,5
Garfield,5
The State Department,5
the Republic of Liberia,5
Iglesias,5
Seoul,5
Miantonomoh,5
the Nicaragua Canal,5
Wyoming Territory,5
Chinamen,5
Van Bokkelen,5
the Marine-Hospital Service,5
Navy Department,5
Bennington,5
Johnstown,5
Guatemalan,5
the Republic of Brazil,5
a Provisional Government,5
the Medical Corps,5
Sandy Hook,5
Dominican Republic,5
The Civil Service Commission,5
Armenian,5
the Bureau of Animal Industry,5
Grover Cleveland,5
Managua,5
The Interstate Commerce Commission,5
the Republic of Hawaii,5
the Pribilof Islands,5
Wheeler,5
the Canal Commission,5
Chamizal,5
Azores,5
the Capital of the Nation,5
the Notification Committee,5
the Tsung-li Yamen,5
Empress,5
Conger,5
Old World,5
District of Columbia,5
Tower,5
the General Staff,5
Jew,5
the Golden Rule,5
the Spanish war,5
Gorgas,5
ARMY,5
Tawney,5
the Zelaya Government,5
Far Eastern,5
Arctic,5
Scotch,5
Colorado River,5
Mexico City,5
Versailles,5
Harding,5
the Continental Army,5
the British Empire,5
Cornwallis,5
John Wise,5
Article 5,5
the House Ways and Means Committee,5
the Public Health Service,5
the Federal Power Commission,5
Valley Forge,5
Corporation,5
Happiness,5
N.R.A.,5
the Democratic Convention,5
the Rural Electrification Administration,5
Denver,5
Western Hemisphere,5
New Guinea,5
Casablanca,5
Bethlehem,5
the Atlantic Charter,5
the Crimea Conference,5
Malta,5
Budget Message,5
non-Federal,5
the Commodity Credit Corporation,5
the Housing Act,5
the Congressional Record,5
the Blair House,5
the Cabinet Room,5
Western Germany,5
Legislative Branches,5
The State of the Union,5
Organization,5
Jupiter,5
the New Frontier,5
Baptist,5
Alamo,5
the Foreign Relations Committee,5
LEVY,5
Von Fremd,5
Morton,5
Guinea,5
Sputnik,5
Thomas Paine,5
Karl Marx,5
Press,5
the Internal Revenue Service,5
Central and Eastern Europe,5
Dag Hammarskjold,5
Laotian,5
Gleason,5
The Alliance for Progress,5
Alliance for Progress,5
the Office of the Presidency,5
Cape Canaveral,5
--And,5
Vanderbilt University,5
Moss,5
Viet Cong,5
Bobby Baker,5
Keating,5
Dean Rusk,5
Erhard,5
the Gulf of Tonkin,5
Morrison,5
Russell,5
Allen,5
the Tonkin Gulf,5
the American Negro,5
USIA,5
the SEATO Treaty,5
Nation's Capital,5
Turner,5
Bosch,5
Schlesinger,5
World Wars,5
the U.S. Court of Appeals,5
Cambodian,5
the Statue of Liberty,5
St. Clair,5
Petersen,5
Gerald R. Ford,5
FDR,5
Tulane University,5
Bicentennial,5
the Pacific Basin,5
East Asia,5
Jack,5
the Wall Street Journal,5
a Cold War,5
Holiness,5
the Washington Post,5
the Industrial Revolution,5
Embassy,5
Stone,5
Phil Gramm,5
County Tipperary,5
the Caribbean Basin,5
the Lebanese Government,5
Somoza,5
Fidel Castro,5
the Organization of Eastern Caribbean States,5
the Congressional Medal of Honor,5
Rangers,5
East Berlin,5
Raise,5
contras,5
Kalb,5
Manhattan,5
Midgetman,5
Kohl,5
Nunn,5
Shevardnadze,5
Ukrainians,5
Sundance,5
Michael,5
JENNINGS,5
ACLU,5
Lloyd Bentsen,5
the Universal Declaration of Human Rights,5
Lisa,5
Baltics,5
Ann Compton,5
Sandy,5
Silicon Valley,5
the Department of Education,5
Abbas,5
Belarus,5
the Federal Emergency Management Agency,5
Native Americans,5
the Chemical Weapons Convention,5
NRA,5
IRS,5
Tutsi,5
Kenya,5
the Global Fund,5
al Qaeda's,5
Hezbollah,5
Ted Kennedy,5
Damascus,5
ROTC,5
Iraqi Army,5
Operation Iraqi Freedom,5
Michelle Obama,5
he&#39;s,5
God Bless,5
Barack Obama,5
Gitmo,5
Lilly,5
the Islamic Republic of Iran,5
BP,5
Brandon,5
Bin Laden,5
Aurora,5
Trans-Pacific Partnership,5
the Civil Rights Movement,5
Cory,5
CVS,5
Jim Crow,5
Clem,5
Antonin Scalia,5
Justin,5
Tim Scott,5
DACA,5
Parkland,5
Mark Meadows,5
the Space Force,5
JONES,5
Abe,5
the United States Military,5
Chuck Schumer,5
Mueller,5
James Lankford,5
Quest,5
Brian Kemp,5
the Paycheck Protection Program,5
Lindy,5
Blinken,5
The American Jobs Plan,5
Van Ellis,5
MAGA,5
the Executive Department,4
Officers,4
Consuls,4
Spirit,4
Senekas,4
Antwerp,4
Appropriations,4
Dinsmoor,4
Articles,4
the Executive Directory,4
the Supreme Being,4
Dick,4
Chickasaws,4
Louisana,4
Orleans,4
Freeman,4
Frankfort,4
Barron,4
Cape Cod,4
un,4
the Michigan Territory,4
the Barbary Powers,4
awaken,4
Upper Canada,4
Gaines,4
The Bank of the United States,4
the State Governments,4
Perry,4
St. Marys,4
the King of Sweden,4
Norwegian,4
the Republics of Colombia,4
Ashley,4
Leavenworth,4
Hanseatic,4
the War of Independence,4
Turks,4
Cook,4
the Delaware River,4
Choctaw,4
the Navy Board,4
Territories of,4
McCulloch,4
the Turkish Empire,4
freeman,4
Crawford,4
Secretaries,4
Great Lakes,4
Call,4
British Provinces,4
the Russian Government,4
the Cherokee Nation,4
esq.,4
Ellis,4
Sandwich,4
Long Island,4
democrat,4
the Indian Department,4
the States of Louisiana,4
Quito,4
the Brazilian Government,4
The Navy Department,4
St. Johns,4
Tyler,4
JAMES BUCHANAN,4
Bouchette,4
the Governments of Europe,4
the Sandwich Islands,4
Congress the Executive,4
Dorr,4
Vancouvers Island,4
Californian,4
the Western States and Territories,4
Trist,4
the Superintendent of the Coast Survey,4
the German States,4
the Government of New Granada,4
Salt Lake,4
Sacramento,4
the Central American Republics,4
Territory of the United States,4
The Government of the United States,4
Senatorial,4
the Red Sea,4
the Governments of Great Britain,4
La Plata,4
the Coast Survey,4
the Republic,4
Rivas,4
KEEP,4
Proviso,4
the States of South Carolina,4
PRINCIPLE,4
Marion,4
Andre,4
Toledo,4
the Territories of Nebraska,4
Pawnee City,4
the Shawnee Mission,4
the Departments of State,4
Aspinwall,4
theConstitution,4
the Mormon Church,4
Calhoun,4
Harney,4
Mormon,4
PRESIDENT,4
Roger,4
Echo,4
Senators and Representatives,4
the Governor-General,4
the Ordinance of '87,4
Ferry,4
Southampton,4
John Brown's,4
Mosquito,4
Fort Pickens,4
Tropics,4
Liberian,4
Jefferson Davis,4
the Homestead Act,4
TREASURY DEPARTMENT,4
General Grant&#39;s,4
Executive Department,4
section 1,4
Madagascar,4
Washburn,4
the Swiss Republic,4
Lake Michigan,4
the Atlantic Seaboard,4
War Department,4
Spartanburg,4
the Army Medical Museum,4
the Atlantic Coast,4
the Southern Claims Commission,4
the American Congress,4
Venus,4
New South Wales,4
Mississippi River,4
Strong,4
Black Hills,4
the Commissioners of the District,4
the Ta Tsing Empire,4
sec,4
Fortune Bay,4
Library,4
the Signal Corps,4
The German Government,4
Sierra Leone,4
Santo Domingo,4
British North America,4
Amphitrite,4
Alert,4
Hongkong,4
Haytian,4
Isthmian,4
New York Harbor,4
Cutting,4
the Union Army,4
the Government Treasury,4
Clerk,4
the Postmaster-General's,4
Field,4
John F. Hartranft,4
Muscogee,4
Ponca,4
the Western Continent,4
the Kingdom of Hawaii,4
The Provisional Government,4
the Balmaceda Government,4
Columbian Exposition,4
World,4
Pearl River,4
Navassa,4
the Bureau of Indian Affairs,4
the Cherokee Strip,4
the States of electors,4
North Americans,4
The Democratic party,4
Bessemer,4
the Fish Commission,4
the Tribunal of Arbitration,4
the City of New York,4
the Union Pacific Railway,4
the supreme court of the District,4
the United States Civil Service Commission,4
Fair,4
Willis,4
GROVER CLEVELAND,4
Cienfuegos,4
Atua,4
Tientsin,4
the national Government,4
Merry,4
the Greater Republic of Central America,4
Diet,4
the Revenue Act,4
Cardenas,4
Bahia Honda,4
Manila Bay,4
Admiral Dewey,4
Cervera,4
M. Cambon,4
the St. Lawrence River,4
Miller,4
the Twelfth Census,4
the Republics of Nicaragua,4
the Government of Honduras,4
the Isthmian Canal Commission,4
Lynn Canal,4
the Spanish War,4
Dewey,4
Taku,4
the Court of Arbitration,4
the Western Pacific,4
the American Bar Association,4
Plenipotentiaries,4
a. m.,4
Tobar,4
STATE,4
BOYD,4
ARIAS,4
Varilla,4
MOODY,4
The Department of Commerce and Labor,4
Mo.,4
The Government of the Republic of Panama,4
the Bureau of Labor,4
Algeria,4
Interstate Commerce Commission,4
Burke,4
the Dominican Government,4
Island,4
Porto Ricans,4
Gatun,4
the New York,4
Robert E. Lee,4
the Central Government,4
D.,4
Corps of Engineers,4
the Culebra Cut,4
Schedule K,4
International Prize Court,4
LATIN AMERICA,4
Zelaya,4
Federal court,4
the Monetary Commission,4
Montenegro,4
the Tariff Board,4
Tariff Board,4
Utica,4
The Declaration of Independence,4
Arabic,4
the Central Powers,4
Tenth,4
the District Court,4
the Central Empires,4
Theirs,4
Napoleonic,4
boycotts,4
the War Finance Corporation,4
Howard University,4
the American Legion,4
Chatham,4
the Constitutional Convention,4
Hartford,4
the Washington Conference,4
bas,4
the Liberty Bell,4
The Department of Commerce,4
the North Atlantic,4
the Northwest Territory,4
Stimson,4
the United States Public Health Service,4
The Department of Labor,4
the World Court,4
the National Credit Association,4
CCC,4
the Farm Security Administration,4
Socialist,4
Commanders,4
the Pacific area,4
Indo-China,4
Stalingrad,4
Selective Service,4
Leahy,4
Arnold,4
Guadalcanal,4
the Catholic Church,4
Polish Provisional Government of National Unity,4
Hiroshima,4
the Fair Labor Standards Act,4
the Labor-Management Relations Act,4
the Reciprocal Trade Agreements Act,4
South Korean,4
Tibet,4
Nationalist,4
Chinese Communists,4
Matthew Ridgway,4
Murphy,4
the Republican National Committee,4
Adlai Stevenson,4
Acheson,4
Bradley,4
the North Atlantic Treaty Organization,4
this General Assembly,4
TNT,4
the Commission on Intergovernmental Relations,4
the Small Business Administration,4
"the Department of Health, Education",4
the Baghdad Pact,4
the Organization for Trade Cooperation,4
the Federal Civil Defense Administration,4
Thor,4
Mutual Security,4
Richard M. Nixon,4
CBS News,4
Novins,4
Uncle Sam,4
United Press International,4
Levy,4
Ridgway,4
Cater,4
CATER,4
Tampa,4
Howe,4
Godspeed,4
Martin,4
the First Amendment,4
Hemispheric,4
Victorian,4
Commandant,4
Gray,4
The Marshall Plan,4
Stanford,4
World Bank,4
Bell,4
Saturn,4
John Glenn,4
Guard,4
the South China Sea,4
Nassau,4
the Supreme Court's,4
the Federal Republic,4
Frost,4
John Kennedy's,4
Khanh,4
Calif.,4
J. Edgar Hoover,4
Mann,4
Al,4
Bonn,4
Mansfield,4
The Great Society,4
the Armed Forces of the United States,4
Aggression,4
Lady Bird,4
Vandenberg,4
Sinkiang,4
Depression,4
the United Arab Republic,4
Driver,4
Moyers,4
Gus Grissom,4
Gemini,4
George Miller,4
Garland,4
Schools,4
Dominicans,4
AID,4
Averell Harriman,4
Asian Development Bank,4
a United Nations,4
Thurgood Marshall,4
Hatfield,4
Foley,4
Department of Transportation,4
Gallup,4
Frank,4
Time Magazine,4
DMZ,4
Model Cities,4
the national committee,4
Cyrus Vance,4
Throckmorton,4
Harlem,4
Ho Chi Minh's,4
Williamsburg,4
McCarthy,4
the Safe Streets Act,4
the National Liberation Front,4
Kappel,4
the White House Staff,4
John Ehrlichman,4
Kleindienst,4
Simon,4
the Union Address,4
T.R.,4
these United States of America,4
the League of Women Voters Education Fund,4
Valeriani,4
F-14,4
Playboy,4
NELSON,4
HUD,4
Moore,4
the Jordan River,4
Embassies,4
Garter,4
the Environmental Protection Agency,4
"Life, Liberty",4
Knute Rockne,4
Gipper,4
Lech Walesa,4
Salvadoran,4
747,4
Aeroflot,4
The Joint Chiefs,4
Grenadian,4
Rosa Parks,4
Tyre,4
Don Regan,4
Superfund,4
Fudan University,4
Mitterrand,4
Tipperary,4
Prague,4
Independence Day,4
God Bless America,4
Dorothy Ridings,4
Diane Sawyer,4
Congressional Budget Office,4
Jerry Falwell,4
Simpson-Mazzoli,4
James Baker,4
Amtrak,4
Torah,4
Bergen-Belsen,4
Anne,4
Challenger,4
Butch,4
Barbara Bush,4
Zimbabwe,4
Peter Jennings,4
the East Coast,4
the Pledge of Allegiance,4
U.N. Security Council,4
UVA,4
McKenzie,4
Joe Barton,4
Aggie,4
Texas A&amp;M,4
Dick Cheney,4
The Security Council,4
UAE,4
Jackie,4
Qatar,4
the G - 7,4
Bessmertnykh,4
the Paris Charter,4
COCOM,4
Boris Yeltsin,4
Yeltsin,4
PBS,4
Mashek,4
Bosnians,4
Mogadishu,4
START II,4
the Family and Medical Leave Act,4
the Tax Code,4
the Democratic Leadership Council,4
Koran,4
the Mississippi Delta,4
Jack Lucas,4
Croats,4
the Medicare Trust Fund,4
McCaffrey,4
Kyl,4
Feinstein,4
Tipper Gore,4
Gingrich,4
D’Amato,4
Jackie Robinson,4
Moynihan,4
EITC,4
401k,4
WTO,4
Janet,4
Max Baucus,4
Pakistanis,4
Laura Bush,4
The Department of Homeland Security,4
Iranians,4
Orrin Hatch,4
the PATRIOT Act,4
AUDIENCE:,4
Sharon,4
Maliki,4
EU,4
Yuma,4
Doha,4
Sudan,4
it&#39;s,4
I&#39;ve,4
Larry,4
Fannie,4
Freddie,4
Suzanne,4
PEPFAR,4
Jenna,4
Ken Salazar,4
Thomas Edison,4
Walter Reed,4
Maureen,4
Robert,4
Benghazi,4
Qaddafi,4
Chrysler,4
the Great Recession,4
Benjamin,4
Together,4
the Paycheck Fairness Act,4
Bashar al-Assad,4
TPP,4
National Intelligence,4
Neil Gorsuch,4
Make America Great Again,4
Rick,4
North Korea’s,4
John Cornyn,4
Kayla,4
CJ,4
Otto,4
Don,4
CPAC,4
Death to America,4
Build,4
the West Side Highway,4
Josh Hawley,4
Mike Pompeo,4
Judah,4
Larry Kudlow,4
Mike Lee,4
Janiyah,4
Jody,4
NCAA,4
Perry Mason,4
the Javits Center,4
Hogan,4
WHO,4
Admiral Polowczyk,4
GM,4
Sonny Perdue,4
Bill Bryan,4
Labor Day,4
John Kelly,4
Nord Stream 2,4
Pfizer,4
Amy Coney Barrett,4
Xi Jinping,4
George Floyd’s,4
Mother Randle,4
Act,3
Community,3
Cornplanter,3
Courts,3
Florins,3
Amsterdam,3
theUnited States,3
Fellow Citizens of the Senate,3
the General Convention,3
Vessels,3
The Treaty,3
West Florida,3
Great,3
Agency,3
the Revolutionary war,3
the State of Rhode Island,3
the Independence of the,3
pacific,3
UNITED STATES,3
Northampton,3
the State of Pennsylvania,3
antirepublican,3
Goodrich,3
the Barbary States,3
Pacific Ocean,3
Vincennes,3
Clarke,3
Pittsburg,3
Burr,3
Gates,3
Perdido,3
Danish,3
Danish Majesty,3
JAMES MONROE,3
Discord,3
East Florida,3
Barbary Powers,3
the Province of Texas,3
NY,3
Council Bluffs,3
the Red River,3
the Captain-General of,3
"the Netherlands,",3
the Republic of Chile,3
the Mediterranean Sea,3
the Board of Engineers,3
Lafayette,3
Labrador,3
Grecian,3
Nicholas,3
Tacubaya,3
Cass,3
Ohio Canal,3
the Ottoman Porte,3
the Engineer Department,3
ANDREW JACKSON,3
the Cape of Good Hope,3
the Choctaw Nation,3
State Governments,3
the Bahama Islands,3
Chickasaw,3
the King of the Netherlands,3
Terceira,3
Sumatra,3
Rio Janeiro,3
the Falkland Islands,3
American Indians,3
the Constitution Congress,3
Beaufort,3
